"Time","192.168.17.82:6443"
2026-01-06 14:12:00,3.77
2026-01-06 14:13:00,3.79
2026-01-06 14:14:00,3.98
2026-01-06 14:15:00,4.05
2026-01-06 14:16:00,1.45
2026-01-06 14:17:00,1.45
2026-01-06 14:18:00,1.09
2026-01-06 14:19:00,1.27
2026-01-06 14:20:00,0.439
2026-01-06 14:21:00,0.327
2026-01-06 14:22:00,0.359
2026-01-06 14:23:00,0.328
2026-01-06 14:24:00,0.324
2026-01-06 14:25:00,3.21
2026-01-06 14:26:00,4.20
2026-01-06 14:27:00,4.11
2026-01-06 14:28:00,4.27
2026-01-06 14:29:00,4.45
2026-01-06 14:30:00,4.29
2026-01-06 14:31:00,4.62
2026-01-06 14:32:00,4.54
2026-01-06 14:33:00,4.63
2026-01-06 14:34:00,4.90
2026-01-06 14:35:00,5.06
2026-01-06 14:36:00,4.71
2026-01-06 14:37:00,4.82
2026-01-06 14:38:00,5.43
2026-01-06 14:39:00,5.49
2026-01-06 14:40:00,2.96
2026-01-06 14:41:00,1.90
2026-01-06 14:42:00,2.14
2026-01-06 14:43:00,1.46
2026-01-06 14:44:00,2.02
2026-01-06 14:45:00,1.51
2026-01-06 14:46:00,0.786
2026-01-06 14:47:00,0.850
2026-01-06 14:48:00,0.835
2026-01-06 14:49:00,0.796
2026-01-06 14:50:00,1.00
2026-01-06 14:51:00,5.37
2026-01-06 14:52:00,5.50
2026-01-06 14:53:00,5.24
2026-01-06 14:54:00,5.12
2026-01-06 14:55:00,5.26
2026-01-06 14:56:00,5.46
2026-01-06 14:57:00,5.41
2026-01-06 14:58:00,5.70
2026-01-06 14:59:00,5.79
2026-01-06 15:00:00,5.62
2026-01-06 15:01:00,5.88
2026-01-06 15:02:00,6.29
2026-01-06 15:03:00,6.08
2026-01-06 15:04:00,6.63
2026-01-06 15:05:00,6.62
2026-01-06 15:06:00,2.22
2026-01-06 15:07:00,2.40
2026-01-06 15:08:00,2.17
2026-01-06 15:09:00,1.97
2026-01-06 15:10:00,1.16
2026-01-06 15:11:00,1.12
2026-01-06 15:12:00,1.06
2026-01-06 15:13:00,1.02
2026-01-06 15:14:00,1.08
2026-01-06 15:15:00,1.72
2026-01-06 15:16:00,1.62
2026-01-06 15:17:00,0.757
2026-01-06 15:18:00,0.732
2026-01-06 15:19:00,0.684
2026-01-06 15:20:00,0.498
2026-01-06 15:21:00,0.454
2026-01-06 15:22:00,0.426
2026-01-06 15:23:00,1.03
2026-01-06 15:24:00,2.35
2026-01-06 15:25:00,2.36
2026-01-06 15:26:00,2.76
2026-01-06 15:27:00,2.66
2026-01-06 15:28:00,2.93
2026-01-06 15:29:00,2.99
2026-01-06 15:30:00,2.97
2026-01-06 15:31:00,3.11
2026-01-06 15:32:00,3.12
2026-01-06 15:33:00,3.03
2026-01-06 15:34:00,2.98
2026-01-06 15:35:00,3.24
2026-01-06 15:36:00,3.09
2026-01-06 15:37:00,2.97
2026-01-06 15:38:00,2.92
2026-01-06 15:39:00,2.25
2026-01-06 15:40:00,2.23
2026-01-06 15:41:00,1.98
2026-01-06 15:42:00,1.48
2026-01-06 15:43:00,1.74
2026-01-06 15:44:00,1.44
2026-01-06 15:45:00,1.59
2026-01-06 15:46:00,1.51
2026-01-06 15:47:00,1.64
2026-01-06 15:48:00,1.51
2026-01-06 15:49:00,1.45
2026-01-06 15:50:00,1.68
2026-01-06 15:51:00,1.65
2026-01-06 15:52:00,2.05
2026-01-06 15:53:00,1.97
2026-01-06 15:54:00,1.95
2026-01-06 15:55:00,2.06
2026-01-06 15:56:00,1.85
2026-01-06 15:57:00,2.17
2026-01-06 15:58:00,2.01
2026-01-06 15:59:00,1.88
2026-01-06 16:00:00,1.48
2026-01-06 16:01:00,1.46
2026-01-06 16:02:00,1.23
2026-01-06 16:03:00,1.31
2026-01-06 16:04:00,1.55
2026-01-06 16:05:00,1.59
2026-01-06 16:06:00,1.21
2026-01-06 16:07:00,0.460
2026-01-06 16:08:00,0.388
2026-01-06 16:09:00,0.646
2026-01-06 16:10:00,0.391
2026-01-06 16:11:00,0.656
2026-01-06 16:12:00,2.48
2026-01-06 16:13:00,3.18
2026-01-06 16:14:00,3.08
2026-01-06 16:15:00,3.35
2026-01-06 16:16:00,3.19
2026-01-06 16:17:00,3.43
2026-01-06 16:18:00,3.34
2026-01-06 16:19:00,3.43
2026-01-06 16:20:00,3.47
2026-01-06 16:21:00,3.47
2026-01-06 16:22:00,3.49
2026-01-06 16:23:00,3.54
2026-01-06 16:24:00,3.28
2026-01-06 16:25:00,3.67
2026-01-06 16:26:00,3.99
2026-01-06 16:27:00,2.50
2026-01-06 16:28:00,1.74
2026-01-06 16:29:00,1.59
2026-01-06 16:30:00,1.71
2026-01-06 16:31:00,1.87
2026-01-06 16:32:00,1.69
2026-01-06 16:33:00,1.69
2026-01-06 16:34:00,1.68
2026-01-06 16:35:00,1.67
2026-01-06 16:36:00,1.69
2026-01-06 16:37:00,1.61
2026-01-06 16:38:00,1.80
2026-01-06 16:39:00,1.57
2026-01-06 16:40:00,1.46
2026-01-06 16:41:00,1.72
2026-01-06 16:42:00,1.40
2026-01-06 16:43:00,1.40
2026-01-06 16:44:00,0.791
2026-01-06 16:45:00,0.539
2026-01-06 16:46:00,0.663
2026-01-06 16:47:00,0.771
2026-01-06 16:48:00,0.764
2026-01-06 16:49:00,0.761
2026-01-06 16:50:00,0.933
2026-01-06 16:51:00,0.923
2026-01-06 16:52:00,0.750
2026-01-06 16:53:00,0.904
2026-01-06 16:54:00,0.833
2026-01-06 16:55:00,0.527
2026-01-06 16:56:00,0.691
2026-01-06 16:57:00,0.675
2026-01-06 16:58:00,0.696
2026-01-06 16:59:00,0.418
2026-01-06 17:00:00,1.41
2026-01-06 17:01:00,4.66
2026-01-06 17:02:00,3.24
2026-01-06 17:03:00,3.23
2026-01-06 17:04:00,3.48
2026-01-06 17:05:00,3.74
2026-01-06 17:06:00,3.71
2026-01-06 17:07:00,3.92
2026-01-06 17:08:00,3.82
2026-01-06 17:09:00,4.12
2026-01-06 17:10:00,4.00
2026-01-06 17:11:00,4.16
2026-01-06 17:12:00,4.09
2026-01-06 17:13:00,4.15
2026-01-06 17:14:00,4.47
2026-01-06 17:15:00,3.95
2026-01-06 17:16:00,2.07
2026-01-06 17:17:00,2.00
2026-01-06 17:18:00,1.99
2026-01-06 17:19:00,2.04
2026-01-06 17:20:00,2.34
2026-01-06 17:21:00,2.06
2026-01-06 17:22:00,1.95
2026-01-06 17:23:00,1.91
2026-01-06 17:24:00,1.90
2026-01-06 17:25:00,1.88
2026-01-06 17:26:00,2.22
2026-01-06 17:27:00,2.17
2026-01-06 17:28:00,1.88
2026-01-06 17:29:00,1.82
2026-01-06 17:30:00,1.54
2026-01-06 17:31:00,1.85
2026-01-06 17:32:00,1.76
2026-01-06 17:33:00,1.50
2026-01-06 17:34:00,1.49
2026-01-06 17:35:00,1.77
2026-01-06 17:36:00,1.52
2026-01-06 17:37:00,1.38
2026-01-06 17:38:00,1.90
2026-01-06 17:39:00,1.45
2026-01-06 17:40:00,1.44
2026-01-06 17:41:00,1.47
2026-01-06 17:42:00,1.41
2026-01-06 17:43:00,1.64
2026-01-06 17:44:00,1.43
2026-01-06 17:45:00,0.560
2026-01-06 17:46:00,0.978
2026-01-06 17:47:00,0.821
2026-01-06 17:48:00,0.832
2026-01-06 17:49:00,0.733
2026-01-06 17:50:00,0.737
2026-01-06 17:51:00,0.760
2026-01-06 17:52:00,0.775
2026-01-06 17:53:00,0.885
2026-01-06 17:54:00,0.770
2026-01-06 17:55:00,0.914
2026-01-06 17:56:00,0.944
2026-01-06 17:57:00,0.638
2026-01-06 17:58:00,0.952
2026-01-06 17:59:00,0.823
2026-01-06 18:00:00,0.753
2026-01-06 18:01:00,0.519
2026-01-06 18:02:00,0.570
2026-01-06 18:03:00,0.561
2026-01-06 18:04:00,4.56
2026-01-06 18:05:00,5.66
2026-01-06 18:06:00,5.81
2026-01-06 18:07:00,4.86
2026-01-06 18:08:00,4.47
2026-01-06 18:09:00,4.46
2026-01-06 18:10:00,4.93
2026-01-06 18:11:00,4.98
2026-01-06 18:12:00,4.94
2026-01-06 18:13:00,5.24
2026-01-06 18:14:00,5.33
2026-01-06 18:15:00,5.28
2026-01-06 18:16:00,5.48
2026-01-06 18:17:00,4.87
2026-01-06 18:18:00,5.79
2026-01-06 18:19:00,2.84
2026-01-06 18:20:00,1.99
2026-01-06 18:21:00,2.04
2026-01-06 18:22:00,1.95
2026-01-06 18:23:00,1.96
2026-01-06 18:24:00,2.41
2026-01-06 18:25:00,1.66
2026-01-06 18:26:00,1.92
2026-01-06 18:27:00,1.88
2026-01-06 18:28:00,1.91
2026-01-06 18:29:00,1.86
2026-01-06 18:30:00,2.15
2026-01-06 18:31:00,1.84
2026-01-06 18:32:00,1.84
2026-01-06 18:33:00,1.60
2026-01-06 18:34:00,1.60
2026-01-06 18:35:00,1.84
2026-01-06 18:36:00,1.59
2026-01-06 18:37:00,1.57
2026-01-06 18:38:00,1.69
2026-01-06 18:39:00,1.52
2026-01-06 18:40:00,1.62
2026-01-06 18:41:00,1.77
2026-01-06 18:42:00,1.80
2026-01-06 18:43:00,1.84
2026-01-06 18:44:00,1.50
2026-01-06 18:45:00,1.50
2026-01-06 18:46:00,1.76
2026-01-06 18:47:00,1.51
2026-01-06 18:48:00,1.46
2026-01-06 18:49:00,1.47
2026-01-06 18:50:00,1.77
2026-01-06 18:51:00,1.72
2026-01-06 18:52:00,1.65
2026-01-06 18:53:00,1.44
2026-01-06 18:54:00,1.66
2026-01-06 18:55:00,1.40
2026-01-06 18:56:00,0.319
2026-01-06 18:57:00,0.479
2026-01-06 18:58:00,0.276
2026-01-06 18:59:00,0.370
2026-01-06 19:00:00,0.261
2026-01-06 19:01:00,1.50
2026-01-06 19:02:00,0.897
2026-01-06 19:03:00,4.21
2026-01-06 19:04:00,4.12
2026-01-06 19:05:00,4.39
2026-01-06 19:06:00,4.34
2026-01-06 19:07:00,3.99
2026-01-06 19:08:00,4.42
2026-01-06 19:09:00,4.58
2026-01-06 19:10:00,4.64
2026-01-06 19:11:00,2.99
2026-01-06 19:12:00,3.09
2026-01-06 19:13:00,3.12
2026-01-06 19:14:00,2.97
2026-01-06 19:15:00,3.21
2026-01-06 19:16:00,3.00
2026-01-06 19:17:00,3.10
2026-01-06 19:18:00,2.90
2026-01-06 19:19:00,3.19
2026-01-06 19:20:00,2.87
2026-01-06 19:21:00,3.31
2026-01-06 19:22:00,2.73
2026-01-06 19:23:00,3.01
2026-01-06 19:24:00,3.00
2026-01-06 19:25:00,3.03
2026-01-06 19:26:00,4.25
2026-01-06 19:27:00,4.34
2026-01-06 19:28:00,4.85
2026-01-06 19:29:00,3.91
2026-01-06 19:30:00,4.29
2026-01-06 19:31:00,3.94
2026-01-06 19:32:00,2.94
2026-01-06 19:33:00,4.27
2026-01-06 19:34:00,4.32
2026-01-06 19:35:00,4.69
2026-01-06 19:36:00,5.32
2026-01-06 19:37:00,4.44
2026-01-06 19:38:00,4.79
2026-01-06 19:39:00,5.05
2026-01-06 19:40:00,4.50
2026-01-06 19:41:00,4.53
2026-01-06 19:42:00,4.30
2026-01-06 19:43:00,4.24
2026-01-06 19:44:00,4.34
2026-01-06 19:45:00,2.74
2026-01-06 19:46:00,2.65
2026-01-06 19:47:00,2.59
2026-01-06 19:48:00,2.41
2026-01-06 19:49:00,2.67
2026-01-06 19:50:00,2.62
2026-01-06 19:51:00,2.75
2026-01-06 19:52:00,2.59
2026-01-06 19:53:00,2.48
2026-01-06 19:54:00,2.78
2026-01-06 19:55:00,2.57
2026-01-06 19:56:00,3.04
2026-01-06 19:57:00,2.71
2026-01-06 19:58:00,2.58
2026-01-06 19:59:00,2.64
2026-01-06 20:00:00,4.24
2026-01-06 20:01:00,4.62
2026-01-06 20:02:00,4.40
2026-01-06 20:03:00,4.61
2026-01-06 20:04:00,4.92
2026-01-06 20:05:00,4.75
2026-01-06 20:06:00,4.88
2026-01-06 20:07:00,4.48
2026-01-06 20:08:00,4.42
2026-01-06 20:09:00,4.05
2026-01-06 20:10:00,2.48
2026-01-06 20:11:00,4.46
2026-01-06 20:12:00,4.18
2026-01-06 20:13:00,4.79
2026-01-06 20:14:00,4.98
2026-01-06 20:15:00,4.50
2026-01-06 20:16:00,4.85
2026-01-06 20:17:00,4.45
2026-01-06 20:18:00,4.91
2026-01-06 20:19:00,5.03
2026-01-06 20:20:00,4.75
2026-01-06 20:21:00,4.83
2026-01-06 20:22:00,4.22
2026-01-06 20:23:00,4.04
2026-01-06 20:24:00,4.33
2026-01-06 20:25:00,4.44
2026-01-06 20:26:00,3.33
2026-01-06 20:27:00,1.49
2026-01-06 20:28:00,1.53
2026-01-06 20:29:00,1.55
2026-01-06 20:30:00,1.53
2026-01-06 20:31:00,1.55
2026-01-06 20:32:00,1.50
2026-01-06 20:33:00,1.48
2026-01-06 20:34:00,1.49
2026-01-06 20:35:00,1.53
2026-01-06 20:36:00,1.56
2026-01-06 20:37:00,1.50
2026-01-06 20:38:00,1.51
2026-01-06 20:39:00,1.53
2026-01-06 20:40:00,1.54
2026-01-06 20:41:00,3.06
2026-01-06 20:42:00,4.18
2026-01-06 20:43:00,4.59
2026-01-06 20:44:00,4.59
2026-01-06 20:45:00,4.33
2026-01-06 20:46:00,5.06
2026-01-06 20:47:00,4.20
2026-01-06 20:48:00,4.47
2026-01-06 20:49:00,4.76
2026-01-06 20:50:00,4.77
2026-01-06 20:51:00,4.92
2026-01-06 20:52:00,3.79
2026-01-06 20:53:00,4.44
2026-01-06 20:54:00,4.18
2026-01-06 20:55:00,4.34
2026-01-06 20:56:00,4.77
2026-01-06 20:57:00,3.95
2026-01-06 20:58:00,3.56
2026-01-06 20:59:00,4.16
2026-01-06 21:00:00,4.73
2026-01-06 21:01:00,4.52
2026-01-06 21:02:00,4.34
2026-01-06 21:03:00,4.71
2026-01-06 21:04:00,4.45
2026-01-06 21:05:00,4.94
2026-01-06 21:06:00,4.78
2026-01-06 21:07:00,4.72
2026-01-06 21:08:00,4.91
2026-01-06 21:09:00,5.08
2026-01-06 21:10:00,5.07
2026-01-06 21:11:00,4.70
2026-01-06 21:12:00,4.86
2026-01-06 21:13:00,4.46
2026-01-06 21:14:00,4.29
2026-01-06 21:15:00,4.66
2026-01-06 21:16:00,4.68
2026-01-06 21:17:00,4.38
2026-01-06 21:18:00,1.86
2026-01-06 21:19:00,1.52
2026-01-06 21:20:00,1.50
2026-01-06 21:21:00,1.56
2026-01-06 21:22:00,1.43
2026-01-06 21:23:00,1.59
2026-01-06 21:24:00,1.56
2026-01-06 21:25:00,1.59
2026-01-06 21:26:00,1.60
2026-01-06 21:27:00,1.57
2026-01-06 21:28:00,1.54
2026-01-06 21:29:00,1.57
2026-01-06 21:30:00,1.61
2026-01-06 21:31:00,1.58
2026-01-06 21:32:00,1.56
2026-01-06 21:33:00,4.04
2026-01-06 21:34:00,4.71
2026-01-06 21:35:00,5.16
2026-01-06 21:36:00,5.30
2026-01-06 21:37:00,4.52
2026-01-06 21:38:00,4.47
2026-01-06 21:39:00,4.23
2026-01-06 21:40:00,4.72
2026-01-06 21:41:00,4.98
2026-01-06 21:42:00,4.46
2026-01-06 21:43:00,4.33
2026-01-06 21:44:00,4.33
2026-01-06 21:45:00,4.36
2026-01-06 21:46:00,4.82
2026-01-06 21:47:00,4.38
2026-01-06 21:48:00,4.40
2026-01-06 21:49:00,4.39
2026-01-06 21:50:00,4.72
2026-01-06 21:51:00,4.73
2026-01-06 21:52:00,4.42
2026-01-06 21:53:00,4.40
2026-01-06 21:54:00,3.82
2026-01-06 21:55:00,2.24
2026-01-06 21:56:00,0.269
2026-01-06 21:57:00,0.271
2026-01-06 21:58:00,0.241
2026-01-06 21:59:00,0.250
2026-01-06 22:00:00,0.244
2026-01-06 22:01:00,0.268
2026-01-06 22:02:00,0.256
2026-01-06 22:03:00,0.239
2026-01-06 22:04:00,0.243
2026-01-06 22:05:00,0.232
